"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","IRI","THRULNQTY","THRULNWD","AADT","AADTDERIV","COUNTSTATI","BUILTYR","RUNLENGTH_","RUNLENGTH1"
"1106",0.01,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",40,4,188,4,10,29000,0,202147,1995,0.6,0.61
"1112",0.08,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,127,6,11,43000,1,900537,1995,0.6,0.68
"1114",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,396,2,10,24000,2,900538,1995,1.7,1.8
"1125",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,141,4,11,98000,0,106559,1995,3.47,3.57
"1133",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,293,4,10,37000,0,202000,1995,2.2,2.24
"1137",0.05,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",64,4,163,4,10,35000,0,107726,1995,4.3,4.35
"1144",0.04,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,2.5,283,4,10,10000,1,900093,1995,0.75,0.79
"1146",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,101,4,11,98000,0,106559,1995,5.47,5.57
"1151",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,234,4,12,27000,0,901637,1995,1.6,1.655
"1179",0.1,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",96,4,253,6,12,52000,0,202235,1995,0.6,0.7
"1181",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,252,4,10,32000,3,202398,1995,0.3,0.37
"1184",0.01,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,442,4,10,53000,4,901106,1995,3.4,3.41
"1186",0.1,"N HAVANA WAY","NW","3  Principal Arterial - Other","1    Asphalt",28,4,343,2,10,7600,0,203017,1995,0,0.1
"1196",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,50,4,11,115000,4,106558,1995,2.87,2.97
"1204",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",65,1,341,4,10,39000,1,202001,1995,1.49,1.5
"1208",0.03,"N FOX ST","N","3  Principal Arterial - Other","1    Asphalt",66,1,151,4,10,20000,4,202087,1995,0.03,0.06
"1215",0.02,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,130,3,10,24000,0,900084,1995,0.95,0.97
"1217",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,107,4,11,98000,0,106559,1995,4.57,4.67
"1223",0.035,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,215,4,12,27000,0,901637,1995,1.7,1.735
"1226",0.05,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,160,4,10,26000,2,900118,1995,0.7,0.75
"1247",0.07,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,116,6,10,41000,1,202234,1995,0.93,1
"1248",0.03,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,244,4,10,32000,3,202398,1995,0.87,0.9
"1251",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,456,4,10,46000,3,107725,1995,3.5,3.56
"1257",0.02,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,152,4,11,31000,1,900521,1995,1.6,1.62
"1261",0.01,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",106,4,278,7,10,32000,3,900124,1995,0.1,0.11
"1287",0.02,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",72,4,236,6,12,20000,3,901631,1995,0.72,0.74
"1292",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",56,4,202,4,10,21000,4,107767,1995,1.3,1.35
"1294",0.08,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,219,4,10,30000,3,202096,1995,1.915,1.995
"1295",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,271,4,10,29000,0,202147,1995,1.94,2
"1301",0.07,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,150,5,10,24000,1,900072,1995,0.3,0.37
"1303",0.074,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,237,2,10,19000,2,202200,1995,3.226,3.3
"1304",0.03,"N KALAMATH ST","N","3  Principal Arterial - Other","1    Asphalt",52,4,181,5,10,39000,1,202126,1995,0.9,0.93
"1313",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",58,4,134,2,10,24000,2,900538,1995,1,1.1
"1321",0.065,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,193,4,10,23000,1,201997,1995,3.3,3.365
"1333",0.06,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,4,299,4,10,19000,1,107760,1995,1.03,1.09
"1339",0.06,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,222,3,10,31000,3,202028,1995,0.34,0.4
"1341",0.015,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,246,4,10,30000,3,202096,1995,1.485,1.5
"1342",0.04,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,178,8,10,31000,1,107770,1995,1.02,1.06
"1367",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,250,4,10,36000,3,202002,1995,1.36,1.4
"1371",0.05,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",64,4,274,4,10,35000,0,107726,1995,4.25,4.3
"1378",0.09,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,159,4,10,23000,0,202052,1995,0.58,0.67
"1385",0.035,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,234,4,10,25000,1,202031,1995,0.9,0.935
"1388",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,230,4,10,26000,2,900118,1995,0.08,0.1
"1402",0.07,"W ALAMEDA AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,339,5,10,28000,1,201938,1995,0.13,0.2
"1406",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,108,6,11,129000,3,106561,1995,5.1,5.2
"1409",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,0,2,10,11000,3,202141,1995,2.505,2.565
"1417",0.1,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,248,3,12,52000,0,202235,1995,0,0.1
"1418",0.08,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",98,4,272,6,10,40000,1,107772,1995,0.22,0.3
"1420",0.015,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,139,4,10,30000,3,202096,1995,2.6,2.615
"1421",0.02,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,386,4,10,30000,1,202146,1995,2.72,2.74
"1427",0.06,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,173,5,10,24000,1,900072,1995,0.12,0.18
"1430",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,591,4,10,21000,1,202413,1995,1.89,1.9
"1443",0.029,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,195,4,10,26000,1,900126,1995,3.5,3.529
"1455",0.04,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,4,221,4,10,19000,1,107760,1995,0.95,0.99
"1460",0.09,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,71,4,10,22000,4,107768,1995,1.7,1.79
"1462",0.005,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,110,4,10,30000,3,202096,1995,1.6,1.605
"1463",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,271,4,10,29000,0,202147,1995,1.9,1.94
"1470",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,96,2,12,20000,4,902075,1995,0.8,0.9
"1472",0.06,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,111,4,10,23000,2,900088,1995,0.9,0.96
"1487",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,120,4,10,27000,1,202071,1995,3.2,3.21
"1491",0.045,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,115,4,10,25000,1,202031,1995,0.645,0.69
"1504",0.03,"W ALAMEDA AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,339,5,10,28000,1,201938,1995,0.1,0.13
"1517",0.052,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,280,2,10,8100,3,106744,1995,0.6,0.652
"1522",0.06,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,259,8,12,21000,4,107767,1995,0.9,0.96
"1524",0.045,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,150,4,10,30000,3,202096,1995,2.855,2.9
"1525",0.05,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,257,4,12,29000,0,202147,1995,1.1,1.15
"1531",0.03,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,190,5,10,29000,0,202073,1995,0.4,0.43
"1533",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,211,2,10,24000,2,900538,1995,1.5,1.6
"1534",0.04,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,111,4,10,23000,2,900088,1995,0.96,1
"1543",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,90,4,11,122000,1,900096,1995,1.17,1.27
"1545",0.1,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,107,4,11,97000,4,106560,1995,0.6,0.7
"1552",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,206,4,10,23000,1,201997,1995,3.265,3.285
"1562",0.02,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,130,3,10,24000,0,900084,1995,0.87,0.89
"1568",0.015,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,197,7,12,32000,3,900124,1995,2.285,2.3
"1570",0.02,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,141,4,10,33000,3,107746,1995,1.18,1.2
"1571",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,145,4,10,31000,1,107770,1995,0.63,0.66
"1596",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,377,4,10,37000,0,202000,1995,1.99,2
"1607",0.08,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,240,6,10,37000,1,901089,1995,1.12,1.2
"1614",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,309,4,12,27000,0,901637,1995,1.545,1.6
"1616",0.03,"E MISSISSIPPI AVE","E","3  Principal Arterial - Other","1    Asphalt",26,1,240,6,11,24000,2,107452,1995,0.7,0.73
"1617",0.07,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,246,4,10,26000,2,900118,1995,0.9,0.97
"1643",0.05,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",96,4,221,6,12,52000,0,202235,1995,0.35,0.4
"1644",0.05,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,251,4,10,40000,1,107772,1995,0.2,0.25
"1646",0.05,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,113,4,10,30000,3,202096,1995,1.825,1.875
"1654",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,240,6,10,37000,1,901089,1995,1.11,1.12
"1656",0.08,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,181,4,10,21000,1,202413,1995,1.62,1.7
"1665",0.1,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,79,6,11,97000,4,106560,1995,0.1,0.2
"1671",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,206,4,10,23000,1,201997,1995,3.225,3.265
"1683",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,390,2,10,8100,3,106744,1995,0.53,0.59
"1689",0.02,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,299,3,10,31000,3,202028,1995,0,0.02
"1691",0.025,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,205,4,10,30000,3,202096,1995,1.575,1.6
"1692",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,220,4,10,29000,0,202147,1995,0.2,0.24
"1697",0.1,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,79,6,11,32000,0,900561,1995,0.8,0.9
"1698",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,187,2,10,19000,2,202200,1995,2.1,2.2
"1699",0.06,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,150,4,10,32000,1,900087,1995,0.74,0.8
"1708",0.02,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,78,4,11,98000,0,106559,1995,3.35,3.37
"1715",0.09,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,233,4,10,37000,0,202000,1995,2.11,2.2
"1725",0.1,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",48,4,135,4,12,40000,3,900101,1995,0,0.1
"1731",0.075,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",66,4,265,8,12,27000,0,901637,1995,1.4,1.475
"1734",0.06,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,213,4,10,26000,2,900118,1995,0.8,0.86
"1754",0.1,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",96,4,212,6,12,52000,0,202235,1995,0.2,0.3
"1757",0.05,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",98,4,182,6,10,40000,1,107772,1995,0.15,0.2
"1760",0.02,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,435,4,10,30000,1,202146,1995,2.68,2.7
"1768",0.07,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,151,4,10,23000,0,202052,1995,0.27,0.34
"1770",0.1,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,117,4,11,97000,4,106560,1995,0.4,0.5
"1778",0.05,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,377,4,10,37000,0,202000,1995,1.94,1.99
"1789",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,162,6,10,31000,0,901639,1995,0.15,0.2
"1795",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,319,8,12,31000,3,202028,1995,0.46,0.5
"1798",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,178,8,10,31000,1,107770,1995,1,1.02
"1822",0.03,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,252,4,10,32000,3,202398,1995,0.37,0.4
"1825",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,386,4,10,30000,1,202146,1995,2.74,2.8
"1832",0.1,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,133,4,10,23000,0,202052,1995,0.47,0.57
"1837",0.025,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",60,4,265,8,12,27000,0,901637,1995,1.475,1.5
"1840",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,189,4,10,26000,2,900118,1995,0.1,0.12
"1846",0.09,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,163,2,10,8100,3,106744,1995,0.7,0.79
"1858",0.05,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",33,1,276,8,10,45000,0,202077,1995,3.05,3.1
"1866",0.1,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,199,4,12,20000,3,901631,1995,0.6,0.7
"1868",0.026,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,164,2,10,19000,2,202200,1995,2.4,2.426
"1872",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",60,4,276,4,12,21000,4,107767,1995,1.07,1.1
"1874",0.005,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,219,4,10,30000,3,202096,1995,1.995,2
"1875",0.03,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,197,4,10,29000,0,202147,1995,0.97,1
"1881",0.06,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,190,5,10,29000,0,202073,1995,0.43,0.49
"1883",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,139,2,10,19000,2,202200,1995,2.7,2.8
"1884",0.065,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,127,4,10,25000,1,202031,1995,0.2,0.265
"1892",0.06,"PENA BLVD INBOUND","E","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,123,4,11,97000,4,106560,1995,0.83,0.89
"1898",0.08,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,277,4,10,23000,1,201997,1995,3,3.08
"1910",0.06,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,4,221,4,10,19000,1,107760,1995,0.89,0.95
"1917",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,174,4,10,33000,3,107746,1995,1.09,1.1
"1918",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",40,4,198,4,10,29000,0,202147,1995,0.36,0.4
"1923",0.05,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,2.5,77,6,11,10000,0,202083,1995,1.2,1.25
"1925",0.004,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,165,2,10,19000,2,202200,1995,2.096,2.1
"1937",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,97,4,11,98000,0,106559,1995,4.27,4.37
"1945",0.1,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,265,4,10,24000,0,201998,1995,2.5,2.6
"1949",0.1,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,353,4,10,46000,3,107725,1995,3.7,3.8
"1956",0.01,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",48,4,203,4,12,40000,3,900101,1995,0.1,0.11
"1962",0.005,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,247,4,12,32000,3,900124,1995,2.095,2.1
"1965",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,213,4,10,26000,2,900118,1995,0.86,0.88
"1983",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",42,4,245,8,12,21000,4,107767,1995,1.16,1.2
"1989",0.09,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,272,4,10,32000,3,202398,1995,0.9,0.99
"1992",0.1,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,267,4,10,53000,4,901106,1995,3.1,3.2
"1998",0.1,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,177,4,11,31000,1,900521,1995,1.5,1.6
"2003",0.04,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,286,4,10,21000,1,202413,1995,2,2.04
"2034",0.076,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,2.5,191,2,12,19000,2,202200,1995,3.9,3.976
"2040",0.01,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,218,4,12,29000,0,202147,1995,1.09,1.1
"2046",0.06,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,142,5,10,29000,0,202073,1995,0.8,0.86
"2048",0.064,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,213,2,10,19000,2,202200,1995,3.036,3.1
"2049",0.07,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,104,4,10,23000,2,900088,1995,1,1.07
"2067",0.025,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,238,4,10,26000,1,900126,1995,3.475,3.5
"2073",0.07,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,148,4,10,21000,1,202413,1995,1.73,1.8
"2089",0.04,"W ALAMEDA AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,347,4,10,28000,1,201938,1995,0.26,0.3
"2094",0.02,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",24,1,188,6,10,45000,0,202077,1995,3.48,3.5
"2101",0.05,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,253,4,12,20000,3,901631,1995,0.5,0.55
"2107",0.05,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,100,4,10,22000,4,107768,1995,2,2.05
"2109",0.065,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,112,4,10,30000,3,202096,1995,1.735,1.8
"2110",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,218,4,10,29000,0,202147,1995,1.03,1.09
"2116",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,197,5,10,29000,0,202073,1995,0.6,0.61
"2118",0.016,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,229,2,10,19000,2,202200,1995,3.4,3.416
"2119",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,4,376,4,10,27000,1,900086,1995,0.62,0.64
"2130",0.02,"19TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,294,3,10,5800,0,106522,1995,0.78,0.8
"2155",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,181,4,10,33000,3,107746,1995,0.9,0.91
"2156",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,145,4,10,31000,1,107770,1995,0.6,0.63
"2164",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,89,2,12,20000,4,902075,1995,0.5,0.6
"2165",0.02,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,388,4,10,46000,3,107725,1995,3.68,3.7
"2173",0.1,"PENA BLVD INBOUND","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,45,6,11,122000,1,900096,1995,1.57,1.67
"2175",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,87,4,11,98000,0,106559,1995,3.57,3.67
"2183",0.06,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",52,4,297,4,10,29000,0,201999,1995,2.3,2.36
"2187",0.03,"N HAVANA WAY","W","3  Principal Arterial - Other","1    Asphalt",28,4,245,2,10,7600,0,203017,1995,0.4,0.43
"2194",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,162,6,10,31000,0,901639,1995,0.11,0.15
"2196",0.1,"PENA BLVD INBOUND","NE","2  Principal Arterial - Fwys and Expwys","1    Asphalt",36,4,96,4,11,98000,0,106559,1995,5.27,5.37
"2202",0.065,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",56,4,326,5,10,27000,0,901637,1995,1.1,1.165
"2205",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,189,4,10,26000,2,900118,1995,0.18,0.2
"2218",0.01,"N QUEBEC ST","N","2  Principal Arterial - Fwys and Expwys","1    Asphalt",33,1,180,8,10,45000,0,202077,1995,3.29,3.3
"2230",0.06,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,306,4,10,32000,3,202398,1995,0.74,0.8
"2233",0.06,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,442,4,10,53000,4,901106,1995,3.43,3.49
"2239",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other","1    Asphalt",44,1,153,4,10,23000,0,202052,1995,0.17,0.21
"2242",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",72,4,591,4,10,21000,1,202413,1995,1.84,1.86
"2269",0.01,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,435,2,10,8100,3,106744,1995,0.19,0.2
"2274",0.04,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",42,4,154,8,12,21000,4,107767,1995,1.2,1.24
"2276",0.075,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,211,4,10,30000,3,202096,1995,2,2.075
